date, pm25, pm10, o3, no2, so2, co
2018/10/18, 124, 89, , 22, , 7
2018/10/19, 122, 62, , 16, , 3
2018/10/20, 104, 39, , 9, , 3
2018/10/21, 58, 35, , 10, , 3
2018/10/22, 46, 39, , 10, 1, 2
2018/10/23, 62, 19, , 9, 1, 2
2018/10/24, 42, 10, , 8, 1, 4
2018/10/25, 28, 21, , 6, , 3
2018/10/26, 36, 28, , 7, , 3
2018/10/27, 36, 29, , 7, , 2
2018/10/28, 32, 19, , 6, , 2
2018/10/29, 33, 48, , 7, , 4
2018/10/30, 47, 23, , 8, , 4
2018/10/31, 41, 17, , 7, , 2
2018/11/1, 42, 17, , 6, , 2
2018/11/2, 50, , , , , 
2018/11/9, 68, 51, , 7, , 6
2018/11/10, 66, 58, , 6, , 6
2018/11/11, 64, 30, , 3, , 2
2018/11/12, 42, , , , , 
2018/11/14, 45, 27, , 9, , 2
2018/11/15, 32, 40, , 10, 1, 3
2018/11/16, 57, 82, , 16, 2, 7
2018/11/17, 86, 59, , 11, , 3
2018/11/18, 62, 14, , 4, , 2
2018/11/19, 33, 12, , 4, , 2
2018/11/20, 30, 14, , 8, , 3
2018/11/21, 32, 16, , 8, , 2
2018/11/22, 33, 12, , 6, , 2
2018/11/23, 22, 14, , 9, , 3
2018/11/24, 32, 12, , 6, , 2
2018/11/25, 21, 17, , 8, , 1
2018/11/26, 43, 10, , 8, , 2
2018/11/27, 29, 11, , 10, , 3
2018/11/28, 29, 25, , 11, 1, 3
2018/11/29, 57, 18, , 12, , 3
2018/11/30, 51, 21, , 15, , 5
2018/12/1, 55, 38, , 16, , 8
2018/12/2, 90, 17, , 9, 1, 2
2018/12/3, 38, 24, , 10, 1, 2
2018/12/4, 61, 31, , 12, , 2
2018/12/5, 77, 27, , 13, , 2
2018/12/6, 69, 37, , 11, 1, 4
2018/12/7, 73, 15, , 10, , 2
2018/12/8, 29, 19, , 11, , 3
2018/12/9, 48, 22, , 7, , 2
2018/12/10, 61, 23, , 11, , 3
2018/12/11, 60, 18, , 9, , 3
2018/12/12, 49, 24, , 8, 1, 5
